event_date,year,event_type,sub_event,actor1,actor2,admin1,admin2,location,city,latitude,longitude,fatalities,notes,source
2022-05-10,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Novoselivka village,Donetsk,49.069782,37.690760,1,Berezhnyj Danylo Serhijovych,UCDP GED v25.1
2022-05-10,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,1,To be awarded the Hero of Ukraine (posthumously),UCDP GED v25.1
2022-05-10,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Serebrianka village,Donetsk,48.919630,38.135430,1,"About awarding the title of Hero of Ukraine (posthumously) to the serviceman of the Armed Forces of Ukraine Rachuk Stepan Vasyliovych, born on December 10, 1977.;Rachuk Stepan Vasyl'ovych",UCDP GED v25.1
2022-05-11,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kherson oblast,Kherson raion,Kherson town,Kherson,46.636950,32.614580,0,N/A,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Sloviansk town,Donetsk,48.853333,37.625000,1,Zadojanchuk Artem Vasyl'ovych,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,2,Poljuljak Mykola Vitalijovych;Nasibov Alim;Battle of Mariupol,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Toshkivka village,Luhansk,48.779061,38.563190,1,"The awarding of the title of Hero of Ukraine (posthumously) to the serviceman of the 57th Motorized Infantry Brigade named after Kostya Hordienko, senior soldier Kinzerskyi Serhii Hryhorovych.",UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,5,Samofalov Serhij Leonidovych;Kotenko Dmytro Mykolajovych;Malinovs'kyj Ruslan Serhijovych;Dukanych Andrij Mykolajovych;Matushevs'kyj Jurij Pavlovych,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha raion,Donetsk,47.702784,37.201793,1,Boklah Anton Mykolajovych,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Lozova raion,Lozova town,Kharkiv,48.887989,36.307792,1,"As a result of the shelling of the Lozovskaya community in the Kharkiv region , a man was killed and a warehouse of products was destroyed",UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Zaporizhzhia raion,Komyshuvakha village,Zaporizhia,47.711911,35.529749,1,"The enemy launched 15 rocket attacks on a village near Zaporozhye, one person was killed , three were injured;Law enforcement officers investigate rocket attacks on Kamyshevakhi, Zaporozhye region",UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Donetsk town,Donetsk,48.000000,37.805278,1,"A civilian resident of Donetsk died during shelling by the Armed Forces of Ukraine, the republic reported;In the DPR, under the fire of the Armed Forces of Ukraine , one civilian was killed, 14 were injured, the republic reported",UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,3,Three DPR servicemen killed in one day - Basurin,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Zolote town,Luhansk,48.683333,38.516667,1,"In the Luhansk region, Russians fired more than 30 times on residential areas and destroyed a bridge in a day",UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Lysychansk town,Luhansk,48.904210,38.440940,1,"In the Luhansk region, Russians fired more than 30 times on residential areas and destroyed a bridge in a day",UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka village,Donetsk,47.853324,37.484174,2,Eternal memory to fallen soldiers;Sidorov Oleksij Andrijovych,UCDP GED v25.1
2022-05-11,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,5,In memory of volunteer Artem Zadoyanchuk;Stakhov Dmytro Viktoorovych;Kuz' Ihor Petrovych;Mel'nyk Vitalij Vasyl'ovych;Tkachuk Oleh Oleksandrovych,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Krymky village,Donetsk,49.138340,37.561410,1,"During the day, the Russians killed eight more residents of the Donetsk region;Russians over the past day killed one resident of the Donetsk region",UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Verkhnotoretske town,Donetsk,48.223333,37.871944,1,"A resident of a village in the DPR died from shelling by the Ukrainian army, the republic reported;Armed Forces of Ukraine fired at DPR 37 times in a day, one civilian died , the republic reported;One person died in the DPR as a result of shelling by the Armed Forces of Ukraine, the republic said",UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Lyman town,Donetsk,48.985278,37.811111,1,Four people were killed and five were injured in Donetsk region as a result of shelling - OVA,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,Four people were killed and five were injured in Donetsk region as a result of shelling - OVA,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Novoselivka village,Donetsk,48.271129,37.844881,2,Four people were killed and five were injured in Donetsk region as a result of shelling - OVA,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Shebelynka village,Kharkiv,49.450903,36.517797,3,"In Kharkiv region, three people died , five were injured due to a fire caused by enemy shelling - State Emergency Service",UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Derhachi village,Kharkiv,50.108463,36.115225,2,"In the Kharkiv region, the enemy launched a missile attack on Dergachi, one person died - OVA;The invaders fired on Dergachi in the Kharkiv region from the MLRS, there are dead and wounded;In Dergachi, Kharkiv region , two people were killed and four wounded as a result of shelling;Ukraine: Unlawful Russian Attacks in Kharkiv",UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,4,Bezkrovnyj Yevhen Oleksandrovych;Maljarenko Volodymyr Serhijovych;Kuzin Viktor Ihorovych;Moshenko Vadym Viktorovych,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,5,Battle of Mariupol;Slobodjanjuk Maksym Valerijovych;Bihvava Tel'man;Bursov Oleksandr Mykolajovych;Kutsuk Jurij Vasyl'ovych,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,1,Pozhyvit'ko Vitalij Viktorovych,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bilohorivka village,Donetsk,48.735110,38.211820,2,Kukla Kostjantyn Vitalijovych;Stishkov Ihor,UCDP GED v25.1
2022-05-12,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Trypillia village,Donetsk,48.673600,38.269100,1,Shpirin Dmytro Viktorovych,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Toretsk town,Donetsk,48.397804,37.843767,1,Martynenko Volodymyr Serhijovych,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,1,Moroz Oleksandr Oleksandrovych,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,1,Jashnyj Yevhenij Mykhajlovych,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,Battle of Mariupol,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,82,The overview of the current social and humanitarian situation in the territory of the Donetsk People`s Republic as a result of hostilities in the period 14 and 20 May 2022,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,2,Zarudnij Serhij Mykolajovych;Kulish Vitalij,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Novosilka village,Donetsk,47.838360,36.686420,1,Komendant Kostjantyn Vitalijovych,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha town,Donetsk,47.595000,37.482500,1,Sayets'kyj Oleksandr Ihorovych,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Petrovskyi town,Donetsk,47.945420,37.617341,1,Civilian killed in Donetsk as a result of shelling,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,One more civilian was killed and 12 injured in enemy shelling in Donetsk region,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Dokuchaev City municipality,Dokuchaevsk town,Donetsk,47.750460,37.679360,1,"One person died in the DPR as a result of shelling by the Armed Forces of Ukraine, the republic reported",UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,1,"Three civilians died in the DPR in a day from shelling from the Ukrainian side, the DPR reported",UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,5,"Five DPR servicemen killed in battles over past 24 hours , 16 wounded - Basurin",UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Vilne Pole village,Donetsk,47.876116,36.685660,1,Three more civilians were killed and 13 civilians were injured in the Donetsk region from the weapons of Russian invaders,UCDP GED v25.1
2022-05-13,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Siversk town,Donetsk,48.871678,38.092445,2,Three more civilians were killed and 13 civilians were injured in the Donetsk region from the weapons of Russian invaders,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,4,"Four DPR servicemen killed in battles over past 24 hours , 12 wounded - Basurin",UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Keramik village,Donetsk,48.252814,37.683243,1,"Three more civilians killed, four wounded in Donetsk region",UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,4,"Three more civilians killed, four wounded in Donetsk region;Nemchenko Oleh;Uvarenka Kostjantyn Mykolajovych",UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,2,Nearly 30 DPR servicemen died in battles over the past week - Basurin,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Vremivka village,Donetsk,47.835570,36.816710,1,Zarazhevs'kyj Roman Ivanovych,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Ostapchuk Valerij Leonidovych,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Izyum town,Kharkiv,49.209749,37.265663,1,Two More Georgian Fighters Killed in Ukraine,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,"Awarding the honorary title ""Hero of Ukraine"" (Posthumously) to Boris Volodymyrovych Tchaikovsky",UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,2,Battle of Mariupol;Akhmyedov Ruslan,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,2,Bilozub Jurij Mykolajovych;Jurchenko Vadym Anatolijovych,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Sloviansk town,Donetsk,48.853333,37.625000,1,Rachuk Stepan,UCDP GED v25.1
2022-05-14,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Vesela Dolyna village,Donetsk,48.550470,38.066960,1,Makarevych Dmytro Anatolijovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,1,Demydov Serhij Andrijovych;Tkachuk Yevhenij Pavlovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Donetsk town,Donetsk,48.000000,37.805278,1,Popovych Eduard Ivanovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Novoselivka village,Donetsk,48.166220,38.135100,1,Mel'nyk Valentyn Petrovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Lyman town,Donetsk,48.985278,37.811111,1,Kozakevych Oleksandr,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Dolina village,Donetsk,48.995755,37.431764,1,Zinkevych Pavlo Yevstafijovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,1,Sinchinov Mykola,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,2,Battle of Mariupol;Tsymbal Anton Ihorovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Izyum raion,Kharkiv,49.166670,37.416670,1,"I am asking you to give the award to the hero of Ukraine Senior Lieutenant Martych Stanislav Fedorovych, who died in the battle for Ukraine, he lived so much so little, only 23 years he should hold the award of the hero of Ukraine posthumously",UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Solodke village,Donetsk,47.790764,37.491863,1,"Awarding the honorary title of Hero of Ukraine (posthumously) to my husband, a serviceman of the Armed Forces of Ukraine, Tkachuk Yevgeny Pavlovich.",UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Novozvanivka village,Luhansk,48.585554,38.356653,1,Awarding the title of Hero of Ukraine (posthumously) to the senior soldier STROMENKO ANDRIJ,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Toshkivka village,Luhansk,48.779061,38.563190,1,"On September 8, the Malovyskiv community will say goodbye to its defender Mykola Borisovych Martyniuk",UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Oleksandrivka village,Kherson,46.614089,32.110032,1,KROPYVA  KOSTYANTYN YURIYOVYCH,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,8,Bezkrovnyj Valerij Oleksandrovych;Kashuba Jaroslav Ivanovych;Kapusta Andrij Jaroslavovych;Bilyj Serhij Olehovych;Kal'muk Viktor Tarasovych;Ivashchenko Ihor Anatolijovych;Sus'kyj Stanislav Olehovych;Zhylins'kyj Oleksandr,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,3,Three DPR servicemen killed in one day - Basurin,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,2,Two dead found after artillery shelling in Severodonetsk;Man and woman killed in Severodonetsk due to enemy shelling - Gaidai,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Toretsk town,Donetsk,48.397804,37.843767,1,Three more civilians were killed and 13 civilians were injured in the Donetsk region from the weapons of Russian invaders,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,3,Three more civilians were killed and 13 civilians were injured in the Donetsk region from the weapons of Russian invaders;Djachenko Jurij Valentynovych,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Petrovskyi town,Donetsk,47.945420,37.617341,2,"Two people died in Donetsk as a result of shelling from the Ukrainian side - the mayor;Ukrainian Armed Forces shelled DPR 32 times in a day, two civilians were killed, the republic reported",UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Polohy raion,Dorozhnyanka village,Zaporizhia,47.588610,36.261090,1,The second American mercenary was killed during the fighting in Ukraine - newspaper,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Polohy raion,Malynivka village,Zaporizhia,47.678020,36.478800,1,21-year-old tank platoon gunner Vladyslav Oksyutenko died in the Zaporizhzhia region while defending Ukraine. PHOTO Джерело: https://censor.net/ua/p3430135,UCDP GED v25.1
2022-05-15,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Derhachi village,Kharkiv,50.108463,36.115225,1,"In memory of the athlete, junior lieutenant Oleg Lenyuk",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,5,"Vasyl Anatoliyovych Lisnichuk, Ihor Ivanovich Kirdan;Zaklits'kyj Oleksij Stanislavovych;Jarenko Stanislav Mykhajlovych;Moskal'chuk Vadym Anatolijovych",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,,Zaporizhzhya oblast,Zaporizhia,47.839720,35.140570,1,Oleg Hryhorovych Krasnozhon,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Ternova village,Kharkiv,50.191275,36.675393,2,"Volodymyr Serhiovych Voroshov, Oleksandr Hryhorovych Kozel;VOLODYMYR SERGIYOVYCH VOROSHOV",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,3,"Prymak Mykola Mykolayovych, Mishchenko Vyacheslav Vyacheslavovich, Serhiy Yevtushenko",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar town,Donetsk,47.780310,37.250640,1,"In memory of the teacher, cyborg, grenade launcher platoon commander Serhii Hussidi (call sign ""Flame"")",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Pechenihy village,Kharkiv,49.871356,36.933953,1,"In Kharkiv region, two people were killed and 10 injured due to Russian shelling in a day - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Tsyrkuny village,Kharkiv,50.080323,36.373099,1,"In Kharkiv region, two people were killed and 10 injured due to Russian shelling in a day - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,10,"Russian troops shelled Severodonetsk, killing at least 10 people - OVA;As a result of enemy shelling in the Lugansk region, 10 people were killed , three were injured",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Katerynivka village,Donetsk,47.874642,37.343497,1,"Nine civilians killed , six injured in enemy shelling in Donetsk region - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,1,"Nine civilians killed , six injured in enemy shelling in Donetsk region - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Klynove village,Donetsk,48.556593,38.157807,1,"Nine civilians killed , six injured in enemy shelling in Donetsk region - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,1,"Nine civilians killed , six injured in enemy shelling in Donetsk region - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,2,"Nine civilians killed , six injured in enemy shelling in Donetsk region - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Lyman town,Donetsk,48.985278,37.811111,3,"Nine civilians killed , six injured in enemy shelling in Donetsk region - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Chornobaivka village,Kherson,46.693345,32.541668,1,A civilian was killed during the shelling of the suburbs of Kherson by the Armed Forces of Ukraine - the authorities,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,5,Five DPR servicemen killed in one day - Basurin,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Pechenihy village,Kharkiv,49.871356,36.933953,1,"The invaders fired on the Pechenegs in the Kharkiv region, a man died",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Bilohorivka village,Luhansk,48.925685,38.244491,1,"Houses on fire in Severodonetsk, four people died due to shelling - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Popasna town,Luhansk,48.633333,38.380000,2,"Houses on fire in Severodonetsk, four people died due to shelling - OVA",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Solodke village,Donetsk,47.790764,37.491863,1,Kirdan Ihor Ivanovych,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha town,Donetsk,47.595000,37.482500,1,Dmetrets'kyj Denys Stanislavovych,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha raion,Donetsk,47.702784,37.201793,1,Trotsenko V'jacheslav Oleksandrovych,UCDP GED v25.1
